0.10.0		2019-05-03T22:42:01Z	
0.11.0		2019-05-15T21:32:12Z	
0.11.1		2019-06-28T17:08:24Z	
0.11.2		2019-08-06T22:46:42Z	
0.13.0		2019-09-05T23:03:44Z	
0.16.2		2020-01-27T18:33:08Z	
0.17.0		2020-02-12T17:18:18Z	
0.18.0		2020-03-15T15:59:27Z	
0.20.0		2020-05-27T03:21:15Z	
0.24.0		2020-11-04T22:52:40Z	
0.26.0		2021-08-06T20:54:29Z	
0.33.3		2024-07-12T14:35:25Z	
0.5.2		2019-01-04T23:00:35Z	
0.6.0		2019-01-14T23:18:01Z	
0.7.0		2019-01-23T20:00:50Z	
0.7.1		2019-02-06T19:29:46Z	
0.9.0		2019-03-21T20:51:43Z	
0.9.1		2019-04-11T23:11:00Z	
