2.15.0	automatic	software.amazon.awssdk	s3outposts	2020-09-30T20:00:13Z	
2.15.1	automatic	software.amazon.awssdk	s3outposts	2020-10-01T19:08:52Z	
2.15.2	automatic	software.amazon.awssdk	s3outposts	2020-10-02T19:09:31Z	
2.15.3	automatic	software.amazon.awssdk	s3outposts	2020-10-05T19:22:39Z	
2.15.4	automatic	software.amazon.awssdk	s3outposts	2020-10-06T19:04:33Z	
2.15.5	automatic	software.amazon.awssdk	s3outposts	2020-10-07T18:58:09Z	
2.15.6	automatic	software.amazon.awssdk	s3outposts	2020-10-08T19:26:14Z	
2.15.7	automatic	software.amazon.awssdk	s3outposts	2020-10-09T19:30:17Z	
2.15.8	automatic	software.amazon.awssdk	s3outposts	2020-10-15T19:04:12Z	
2.15.9	automatic	software.amazon.awssdk	s3outposts	2020-10-16T19:19:41Z	
2.15.10	automatic	software.amazon.awssdk	s3outposts	2020-10-19T19:00:13Z	
2.15.11	automatic	software.amazon.awssdk	s3outposts	2020-10-20T19:19:47Z	
2.15.12	automatic	software.amazon.awssdk	s3outposts	2020-10-21T20:29:52Z	
2.15.13	automatic	software.amazon.awssdk	s3outposts	2020-10-22T18:59:44Z	
2.15.14	automatic	software.amazon.awssdk	s3outposts	2020-10-23T19:28:34Z	
2.15.15	automatic	software.amazon.awssdk	s3outposts	2020-10-26T19:05:22Z	
2.15.16	automatic	software.amazon.awssdk	s3outposts	2020-10-27T19:17:51Z	
2.15.17	automatic	software.amazon.awssdk	s3outposts	2020-10-28T19:07:24Z	
2.15.18	automatic	software.amazon.awssdk	s3outposts	2020-10-29T19:57:51Z	
2.15.19	automatic	software.amazon.awssdk	s3outposts	2020-10-30T18:59:21Z	
2.15.20	automatic	software.amazon.awssdk	s3outposts	2020-11-02T20:38:05Z	
2.15.21	automatic	software.amazon.awssdk	s3outposts	2020-11-04T21:00:05Z	
2.15.22	automatic	software.amazon.awssdk	s3outposts	2020-11-05T20:17:11Z	
2.15.23	automatic	software.amazon.awssdk	s3outposts	2020-11-06T20:05:41Z	
2.15.24	automatic	software.amazon.awssdk	s3outposts	2020-11-09T18:36:02Z	
2.15.25	automatic	software.amazon.awssdk	s3outposts	2020-11-10T19:59:53Z	
2.15.26	automatic	software.amazon.awssdk	s3outposts	2020-11-11T20:07:18Z	
2.15.27	automatic	software.amazon.awssdk	s3outposts	2020-11-12T20:24:38Z	
2.15.28	automatic	software.amazon.awssdk	s3outposts	2020-11-13T21:13:49Z	
2.15.29	automatic	software.amazon.awssdk	s3outposts	2020-11-16T20:27:24Z	
2.15.30	automatic	software.amazon.awssdk	s3outposts	2020-11-17T20:02:06Z	
2.15.31	automatic	software.amazon.awssdk	s3outposts	2020-11-18T20:03:42Z	
2.15.32	automatic	software.amazon.awssdk	s3outposts	2020-11-19T20:58:48Z	
2.15.33	automatic	software.amazon.awssdk	s3outposts	2020-11-20T20:54:57Z	
2.15.34	automatic	software.amazon.awssdk	s3outposts	2020-11-23T20:04:47Z	
2.15.35	automatic	software.amazon.awssdk	s3outposts	2020-11-24T20:11:13Z	
2.15.36	automatic	software.amazon.awssdk	s3outposts	2020-12-01T05:19:47Z	
2.15.37	automatic	software.amazon.awssdk	s3outposts	2020-12-02T02:08:39Z	
2.15.38	automatic	software.amazon.awssdk	s3outposts	2020-12-02T03:22:41Z	
2.15.39	automatic	software.amazon.awssdk	s3outposts	2020-12-03T21:27:43Z	
2.15.40	automatic	software.amazon.awssdk	s3outposts	2020-12-04T23:23:01Z	
2.15.41	automatic	software.amazon.awssdk	s3outposts	2020-12-07T23:29:00Z	
2.15.42	automatic	software.amazon.awssdk	s3outposts	2020-12-08T20:08:06Z	
2.15.43	automatic	software.amazon.awssdk	s3outposts	2020-12-09T20:09:47Z	
2.15.44	automatic	software.amazon.awssdk	s3outposts	2020-12-10T20:25:19Z	
2.15.45	automatic	software.amazon.awssdk	s3outposts	2020-12-11T20:39:21Z	
2.15.46	automatic	software.amazon.awssdk	s3outposts	2020-12-14T21:08:06Z	
2.15.47	automatic	software.amazon.awssdk	s3outposts	2020-12-15T20:29:59Z	
2.15.48	automatic	software.amazon.awssdk	s3outposts	2020-12-16T20:02:06Z	
2.15.49	automatic	software.amazon.awssdk	s3outposts	2020-12-17T20:37:00Z	
2.15.50	automatic	software.amazon.awssdk	s3outposts	2020-12-18T20:05:47Z	
2.15.51	automatic	software.amazon.awssdk	s3outposts	2020-12-21T20:13:03Z	
2.15.52	automatic	software.amazon.awssdk	s3outposts	2020-12-22T22:37:32Z	
2.15.53	automatic	software.amazon.awssdk	s3outposts	2020-12-23T20:03:37Z	
2.15.54	automatic	software.amazon.awssdk	s3outposts	2020-12-28T20:04:33Z	
2.15.55	automatic	software.amazon.awssdk	s3outposts	2020-12-29T20:09:00Z	
2.15.56	automatic	software.amazon.awssdk	s3outposts	2020-12-30T20:02:33Z	
2.15.57	automatic	software.amazon.awssdk	s3outposts	2020-12-31T20:02:17Z	
2.15.58	automatic	software.amazon.awssdk	s3outposts	2021-01-04T20:22:37Z	
2.15.59	automatic	software.amazon.awssdk	s3outposts	2021-01-05T22:17:11Z	
2.15.60	automatic	software.amazon.awssdk	s3outposts	2021-01-06T20:07:30Z	
2.15.61	automatic	software.amazon.awssdk	s3outposts	2021-01-07T20:07:06Z	
2.15.62	automatic	software.amazon.awssdk	s3outposts	2021-01-11T21:05:29Z	
2.15.63	automatic	software.amazon.awssdk	s3outposts	2021-01-12T21:39:11Z	
2.15.64	automatic	software.amazon.awssdk	s3outposts	2021-01-13T20:12:33Z	
2.15.65	automatic	software.amazon.awssdk	s3outposts	2021-01-14T20:05:01Z	
2.15.66	automatic	software.amazon.awssdk	s3outposts	2021-01-15T20:17:12Z	
2.15.67	automatic	software.amazon.awssdk	s3outposts	2021-01-19T20:07:14Z	
2.15.68	automatic	software.amazon.awssdk	s3outposts	2021-01-21T20:10:00Z	
2.15.69	automatic	software.amazon.awssdk	s3outposts	2021-01-22T21:05:46Z	
2.15.70	automatic	software.amazon.awssdk	s3outposts	2021-01-26T20:22:04Z	
2.15.71	automatic	software.amazon.awssdk	s3outposts	2021-01-27T20:08:51Z	
2.15.72	automatic	software.amazon.awssdk	s3outposts	2021-01-28T21:14:27Z	
2.15.73	automatic	software.amazon.awssdk	s3outposts	2021-01-29T20:09:31Z	
2.15.74	automatic	software.amazon.awssdk	s3outposts	2021-02-02T21:37:21Z	
2.15.75	automatic	software.amazon.awssdk	s3outposts	2021-02-03T20:09:33Z	
2.15.76	automatic	software.amazon.awssdk	s3outposts	2021-02-05T02:22:12Z	
2.15.77	automatic	software.amazon.awssdk	s3outposts	2021-02-05T20:13:07Z	
2.15.78	automatic	software.amazon.awssdk	s3outposts	2021-02-08T20:32:28Z	
2.15.79	automatic	software.amazon.awssdk	s3outposts	2021-02-09T20:12:00Z	
2.15.80	automatic	software.amazon.awssdk	s3outposts	2021-02-11T20:34:38Z	
2.15.81	automatic	software.amazon.awssdk	s3outposts	2021-02-12T20:10:23Z	
2.15.82	automatic	software.amazon.awssdk	s3outposts	2021-02-15T20:20:30Z	
2.16.0	automatic	software.amazon.awssdk	s3outposts	2021-02-16T20:08:28Z	
2.16.1	automatic	software.amazon.awssdk	s3outposts	2021-02-17T22:38:56Z	
2.16.2	automatic	software.amazon.awssdk	s3outposts	2021-02-18T20:13:59Z	
2.16.3	automatic	software.amazon.awssdk	s3outposts	2021-02-19T20:11:38Z	
2.16.4	automatic	software.amazon.awssdk	s3outposts	2021-02-22T20:15:24Z	
2.16.5	automatic	software.amazon.awssdk	s3outposts	2021-02-23T20:08:48Z	
2.16.6	automatic	software.amazon.awssdk	s3outposts	2021-02-24T20:37:09Z	
2.16.7	automatic	software.amazon.awssdk	s3outposts	2021-02-25T21:19:11Z	
2.16.8	automatic	software.amazon.awssdk	s3outposts	2021-02-26T20:09:45Z	
2.16.9	automatic	software.amazon.awssdk	s3outposts	2021-03-01T20:13:52Z	
2.16.10	automatic	software.amazon.awssdk	s3outposts	2021-03-02T20:07:03Z	
2.16.11	automatic	software.amazon.awssdk	s3outposts	2021-03-03T20:34:47Z	
2.16.12	automatic	software.amazon.awssdk	s3outposts	2021-03-04T20:07:39Z	
2.16.13	automatic	software.amazon.awssdk	s3outposts	2021-03-05T20:48:40Z	
2.16.14	automatic	software.amazon.awssdk	s3outposts	2021-03-08T20:18:57Z	
2.16.15	automatic	software.amazon.awssdk	s3outposts	2021-03-09T20:23:59Z	
2.16.16	automatic	software.amazon.awssdk	s3outposts	2021-03-10T20:27:28Z	
2.16.17	automatic	software.amazon.awssdk	s3outposts	2021-03-11T20:39:46Z	
2.16.18	automatic	software.amazon.awssdk	s3outposts	2021-03-12T20:22:17Z	
2.16.19	automatic	software.amazon.awssdk	s3outposts	2021-03-15T20:01:51Z	
2.16.20	automatic	software.amazon.awssdk	s3outposts	2021-03-16T19:39:39Z	
2.16.21	automatic	software.amazon.awssdk	s3outposts	2021-03-17T19:39:31Z	
2.16.22	automatic	software.amazon.awssdk	s3outposts	2021-03-18T19:23:22Z	
2.16.23	automatic	software.amazon.awssdk	s3outposts	2021-03-19T21:11:34Z	
2.16.24	automatic	software.amazon.awssdk	s3outposts	2021-03-22T19:06:53Z	
2.16.25	automatic	software.amazon.awssdk	s3outposts	2021-03-23T22:18:14Z	
2.16.26	automatic	software.amazon.awssdk	s3outposts	2021-03-24T19:41:42Z	
2.16.27	automatic	software.amazon.awssdk	s3outposts	2021-03-25T19:38:41Z	
2.16.28	automatic	software.amazon.awssdk	s3outposts	2021-03-26T04:51:36Z	
2.16.29	automatic	software.amazon.awssdk	s3outposts	2021-03-26T19:11:40Z	
2.16.30	automatic	software.amazon.awssdk	s3outposts	2021-03-29T19:09:25Z	
2.16.31	automatic	software.amazon.awssdk	s3outposts	2021-03-30T19:12:29Z	
2.16.32	automatic	software.amazon.awssdk	s3outposts	2021-03-31T19:05:51Z	
2.16.33	automatic	software.amazon.awssdk	s3outposts	2021-04-01T19:07:15Z	
2.16.34	automatic	software.amazon.awssdk	s3outposts	2021-04-02T19:10:38Z	
2.16.35	automatic	software.amazon.awssdk	s3outposts	2021-04-06T00:47:38Z	
2.16.36	automatic	software.amazon.awssdk	s3outposts	2021-04-06T20:18:19Z	
2.16.37	automatic	software.amazon.awssdk	s3outposts	2021-04-07T19:22:15Z	
2.16.38	automatic	software.amazon.awssdk	s3outposts	2021-04-08T19:23:15Z	
2.16.39	automatic	software.amazon.awssdk	s3outposts	2021-04-09T19:03:48Z	
2.16.40	automatic	software.amazon.awssdk	s3outposts	2021-04-12T19:10:48Z	
2.16.41	automatic	software.amazon.awssdk	s3outposts	2021-04-13T20:11:57Z	
2.16.42	automatic	software.amazon.awssdk	s3outposts	2021-04-14T19:12:10Z	
2.16.43	automatic	software.amazon.awssdk	s3outposts	2021-04-15T19:08:06Z	
2.16.44	automatic	software.amazon.awssdk	s3outposts	2021-04-19T20:19:47Z	
2.16.45	automatic	software.amazon.awssdk	s3outposts	2021-04-21T19:31:31Z	
2.16.46	automatic	software.amazon.awssdk	s3outposts	2021-04-22T19:26:13Z	
2.16.47	automatic	software.amazon.awssdk	s3outposts	2021-04-23T19:23:12Z	
2.16.48	automatic	software.amazon.awssdk	s3outposts	2021-04-26T20:49:02Z	
2.16.49	automatic	software.amazon.awssdk	s3outposts	2021-04-27T19:28:29Z	
2.16.50	automatic	software.amazon.awssdk	s3outposts	2021-04-28T19:07:22Z	
2.16.51	automatic	software.amazon.awssdk	s3outposts	2021-04-29T19:08:22Z	
2.16.52	automatic	software.amazon.awssdk	s3outposts	2021-04-30T19:09:17Z	
2.16.53	automatic	software.amazon.awssdk	s3outposts	2021-05-03T19:07:28Z	
2.16.54	automatic	software.amazon.awssdk	s3outposts	2021-05-03T22:00:25Z	
2.16.55	automatic	software.amazon.awssdk	s3outposts	2021-05-04T19:33:11Z	
2.16.56	automatic	software.amazon.awssdk	s3outposts	2021-05-05T03:40:31Z	
2.16.57	automatic	software.amazon.awssdk	s3outposts	2021-05-05T20:32:42Z	
2.16.58	automatic	software.amazon.awssdk	s3outposts	2021-05-06T19:08:50Z	
2.16.59	automatic	software.amazon.awssdk	s3outposts	2021-05-07T19:05:59Z	
2.16.60	automatic	software.amazon.awssdk	s3outposts	2021-05-10T19:10:52Z	
2.16.61	automatic	software.amazon.awssdk	s3outposts	2021-05-11T19:10:07Z	
2.16.62	automatic	software.amazon.awssdk	s3outposts	2021-05-12T19:07:09Z	
2.16.63	automatic	software.amazon.awssdk	s3outposts	2021-05-14T19:10:43Z	
2.16.64	automatic	software.amazon.awssdk	s3outposts	2021-05-17T19:45:45Z	
2.16.65	automatic	software.amazon.awssdk	s3outposts	2021-05-18T19:48:07Z	
2.16.66	automatic	software.amazon.awssdk	s3outposts	2021-05-19T19:17:18Z	
2.16.67	automatic	software.amazon.awssdk	s3outposts	2021-05-20T19:09:00Z	
2.16.68	automatic	software.amazon.awssdk	s3outposts	2021-05-21T23:24:59Z	
2.16.69	automatic	software.amazon.awssdk	s3outposts	2021-05-24T19:09:51Z	
2.16.70	automatic	software.amazon.awssdk	s3outposts	2021-05-25T19:06:39Z	
2.16.71	automatic	software.amazon.awssdk	s3outposts	2021-05-26T19:09:07Z	
2.16.72	automatic	software.amazon.awssdk	s3outposts	2021-05-27T02:07:02Z	
2.16.73	automatic	software.amazon.awssdk	s3outposts	2021-05-27T19:06:02Z	
2.16.74	automatic	software.amazon.awssdk	s3outposts	2021-05-28T19:20:42Z	
2.16.75	automatic	software.amazon.awssdk	s3outposts	2021-06-01T19:26:43Z	
2.16.76	automatic	software.amazon.awssdk	s3outposts	2021-06-02T19:08:11Z	
2.16.77	automatic	software.amazon.awssdk	s3outposts	2021-06-03T19:36:41Z	
2.16.78	automatic	software.amazon.awssdk	s3outposts	2021-06-04T19:21:11Z	
2.16.79	automatic	software.amazon.awssdk	s3outposts	2021-06-07T19:14:00Z	
2.16.80	automatic	software.amazon.awssdk	s3outposts	2021-06-08T21:18:38Z	
2.16.81	automatic	software.amazon.awssdk	s3outposts	2021-06-09T19:19:59Z	
2.16.82	automatic	software.amazon.awssdk	s3outposts	2021-06-10T19:16:03Z	
2.16.83	automatic	software.amazon.awssdk	s3outposts	2021-06-11T19:15:49Z	
2.16.84	automatic	software.amazon.awssdk	s3outposts	2021-06-14T19:31:16Z	
2.16.85	automatic	software.amazon.awssdk	s3outposts	2021-06-15T19:09:32Z	
2.16.86	automatic	software.amazon.awssdk	s3outposts	2021-06-16T19:06:45Z	
2.16.87	automatic	software.amazon.awssdk	s3outposts	2021-06-17T19:44:05Z	
2.16.88	automatic	software.amazon.awssdk	s3outposts	2021-06-21T19:34:13Z	
2.16.89	automatic	software.amazon.awssdk	s3outposts	2021-06-23T19:14:51Z	
